club_name,club_tm_id,league,season,market_value_m,club_url
RB Leipzig,23826,Bundesliga,2019-2020,570.48,https://www.transfermarkt.fr/rasenballsport-leipzig/startseite/verein/23826/saison_id/2019
SC Fribourg,60,Bundesliga,2019-2020,122.65,https://www.transfermarkt.fr/sc-freiburg/startseite/verein/60/saison_id/2019
SC Paderborn 07,127,Bundesliga,2019-2020,28.9,https://www.transfermarkt.fr/sc-paderborn-07/startseite/verein/127/saison_id/2019
SV Werder Bremen,86,Bundesliga,2019-2020,135.13,https://www.transfermarkt.fr/sv-werder-bremen/startseite/verein/86/saison_id/2019
TSG 1899 Hoffenheim,533,Bundesliga,2019-2020,226.05,https://www.transfermarkt.fr/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2019
VfL Wolfsburg,82,Bundesliga,2019-2020,207.6,https://www.transfermarkt.fr/vfl-wolfsburg/startseite/verein/82/saison_id/2019
1.FC Köln,3,Bundesliga,2020-2021,118.2,https://www.transfermarkt.fr/1-fc-koln/startseite/verein/3/saison_id/2020
1.FC Union Berlin,89,Bundesliga,2020-2021,82.05,https://www.transfermarkt.fr/1-fc-union-berlin/startseite/verein/89/saison_id/2020
1.FSV Mainz 05,39,Bundesliga,2020-2021,163.3,https://www.transfermarkt.fr/1-fsv-mainz-05/startseite/verein/39/saison_id/2020
Arminia Bielefeld,10,Bundesliga,2020-2021,56.73,https://www.transfermarkt.fr/arminia-bielefeld/startseite/verein/10/saison_id/2020
Bayer 04 Leverkusen,15,Bundesliga,2020-2021,373.25,https://www.transfermarkt.fr/bayer-04-leverkusen/startseite/verein/15/saison_id/2020
Bayern Munich,27,Bundesliga,2020-2021,858.23,https://www.transfermarkt.fr/fc-bayern-munchen/startseite/verein/27/saison_id/2020
Borussia Dortmund,16,Bundesliga,2020-2021,628.4,https://www.transfermarkt.fr/borussia-dortmund/startseite/verein/16/saison_id/2020
Borussia Mönchengladbach,18,Bundesliga,2020-2021,300.75,https://www.transfermarkt.fr/borussia-monchengladbach/startseite/verein/18/saison_id/2020
Eintracht Francfort,24,Bundesliga,2020-2021,269.15,https://www.transfermarkt.fr/eintracht-frankfurt/startseite/verein/24/saison_id/2020
FC Augsburg,167,Bundesliga,2020-2021,93.05,https://www.transfermarkt.fr/fc-augsburg/startseite/verein/167/saison_id/2020
FC Schalke 04,33,Bundesliga,2020-2021,123.05,https://www.transfermarkt.fr/fc-schalke-04/startseite/verein/33/saison_id/2020
Hertha BSC,44,Bundesliga,2020-2021,228.88,https://www.transfermarkt.fr/hertha-bsc/startseite/verein/44/saison_id/2020
RB Leipzig,23826,Bundesliga,2020-2021,574.95,https://www.transfermarkt.fr/rasenballsport-leipzig/startseite/verein/23826/saison_id/2020
SC Fribourg,60,Bundesliga,2020-2021,139.1,https://www.transfermarkt.fr/sc-freiburg/startseite/verein/60/saison_id/2020
SV Werder Bremen,86,Bundesliga,2020-2021,111.98,https://www.transfermarkt.fr/sv-werder-bremen/startseite/verein/86/saison_id/2020
TSG 1899 Hoffenheim,533,Bundesliga,2020-2021,228.15,https://www.transfermarkt.fr/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2020
VfB Stuttgart,79,Bundesliga,2020-2021,189.25,https://www.transfermarkt.fr/vfb-stuttgart/startseite/verein/79/saison_id/2020
VfL Wolfsburg,82,Bundesliga,2020-2021,256.83,https://www.transfermarkt.fr/vfl-wolfsburg/startseite/verein/82/saison_id/2020
1.FC Köln,3,Bundesliga,2021-2022,99.28,https://www.transfermarkt.fr/1-fc-koln/startseite/verein/3/saison_id/2021
1.FC Union Berlin,89,Bundesliga,2021-2022,115.9,https://www.transfermarkt.fr/1-fc-union-berlin/startseite/verein/89/saison_id/2021
1.FSV Mainz 05,39,Bundesliga,2021-2022,131.03,https://www.transfermarkt.fr/1-fsv-mainz-05/startseite/verein/39/saison_id/2021
Arminia Bielefeld,10,Bundesliga,2021-2022,65.85,https://www.transfermarkt.fr/arminia-bielefeld/startseite/verein/10/saison_id/2021
Bayer 04 Leverkusen,15,Bundesliga,2021-2022,455.05,https://www.transfermarkt.fr/bayer-04-leverkusen/startseite/verein/15/saison_id/2021
Bayern Munich,27,Bundesliga,2021-2022,790.33,https://www.transfermarkt.fr/fc-bayern-munchen/startseite/verein/27/saison_id/2021
Borussia Dortmund,16,Bundesliga,2021-2022,558.98,https://www.transfermarkt.fr/borussia-dortmund/startseite/verein/16/saison_id/2021
Borussia Mönchengladbach,18,Bundesliga,2021-2022,236.8,https://www.transfermarkt.fr/borussia-monchengladbach/startseite/verein/18/saison_id/2021
Eintracht Francfort,24,Bundesliga,2021-2022,228.75,https://www.transfermarkt.fr/eintracht-frankfurt/startseite/verein/24/saison_id/2021
FC Augsburg,167,Bundesliga,2021-2022,95.3,https://www.transfermarkt.fr/fc-augsburg/startseite/verein/167/saison_id/2021
Hertha BSC,44,Bundesliga,2021-2022,155.78,https://www.transfermarkt.fr/hertha-bsc/startseite/verein/44/saison_id/2021
RB Leipzig,23826,Bundesliga,2021-2022,498.95,https://www.transfermarkt.fr/rasenballsport-leipzig/startseite/verein/23826/saison_id/2021
SC Fribourg,60,Bundesliga,2021-2022,176.35,https://www.transfermarkt.fr/sc-freiburg/startseite/verein/60/saison_id/2021
SpVgg Greuther Fürth,65,Bundesliga,2021-2022,36.95,https://www.transfermarkt.fr/spvgg-greuther-furth/startseite/verein/65/saison_id/2021
TSG 1899 Hoffenheim,533,Bundesliga,2021-2022,211.43,https://www.transfermarkt.fr/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2021
VfB Stuttgart,79,Bundesliga,2021-2022,174.23,https://www.transfermarkt.fr/vfb-stuttgart/startseite/verein/79/saison_id/2021
VfL Bochum,80,Bundesliga,2021-2022,52.25,https://www.transfermarkt.fr/vfl-bochum/startseite/verein/80/saison_id/2021
VfL Wolfsburg,82,Bundesliga,2021-2022,269.3,https://www.transfermarkt.fr/vfl-wolfsburg/startseite/verein/82/saison_id/2021
1.FC Köln,3,Bundesliga,2022-2023,115.65,https://www.transfermarkt.fr/1-fc-koln/startseite/verein/3/saison_id/2022
1.FC Union Berlin,89,Bundesliga,2022-2023,157.95,https://www.transfermarkt.fr/1-fc-union-berlin/startseite/verein/89/saison_id/2022
1.FSV Mainz 05,39,Bundesliga,2022-2023,135.9,https://www.transfermarkt.fr/1-fsv-mainz-05/startseite/verein/39/saison_id/2022
Bayer 04 Leverkusen,15,Bundesliga,2022-2023,452.5,https://www.transfermarkt.fr/bayer-04-leverkusen/startseite/verein/15/saison_id/2022
Bayern Munich,27,Bundesliga,2022-2023,948.95,https://www.transfermarkt.fr/fc-bayern-munchen/startseite/verein/27/saison_id/2022
Borussia Dortmund,16,Bundesliga,2022-2023,567.55,https://www.transfermarkt.fr/borussia-dortmund/startseite/verein/16/saison_id/2022
Borussia Mönchengladbach,18,Bundesliga,2022-2023,241.68,https://www.transfermarkt.fr/borussia-monchengladbach/startseite/verein/18/saison_id/2022
Eintracht Francfort,24,Bundesliga,2022-2023,324.55,https://www.transfermarkt.fr/eintracht-frankfurt/startseite/verein/24/saison_id/2022
FC Augsburg,167,Bundesliga,2022-2023,132.23,https://www.transfermarkt.fr/fc-augsburg/startseite/verein/167/saison_id/2022
FC Schalke 04,33,Bundesliga,2022-2023,87.78,https://www.transfermarkt.fr/fc-schalke-04/startseite/verein/33/saison_id/2022
Hertha BSC,44,Bundesliga,2022-2023,94.0,https://www.transfermarkt.fr/hertha-bsc/startseite/verein/44/saison_id/2022
RB Leipzig,23826,Bundesliga,2022-2023,486.4,https://www.transfermarkt.fr/rasenballsport-leipzig/startseite/verein/23826/saison_id/2022
SC Fribourg,60,Bundesliga,2022-2023,200.95,https://www.transfermarkt.fr/sc-freiburg/startseite/verein/60/saison_id/2022
SV Werder Bremen,86,Bundesliga,2022-2023,89.5,https://www.transfermarkt.fr/sv-werder-bremen/startseite/verein/86/saison_id/2022
TSG 1899 Hoffenheim,533,Bundesliga,2022-2023,178.8,https://www.transfermarkt.fr/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2022
VfB Stuttgart,79,Bundesliga,2022-2023,151.05,https://www.transfermarkt.fr/vfb-stuttgart/startseite/verein/79/saison_id/2022
VfL Bochum,80,Bundesliga,2022-2023,53.7,https://www.transfermarkt.fr/vfl-bochum/startseite/verein/80/saison_id/2022
VfL Wolfsburg,82,Bundesliga,2022-2023,238.3,https://www.transfermarkt.fr/vfl-wolfsburg/startseite/verein/82/saison_id/2022
1.FC Heidenheim 1846,2036,Bundesliga,2023-2024,66.45,https://www.transfermarkt.fr/1-fc-heidenheim-1846/startseite/verein/2036/saison_id/2023
1.FC Köln,3,Bundesliga,2023-2024,81.45,https://www.transfermarkt.fr/1-fc-koln/startseite/verein/3/saison_id/2023
1.FC Union Berlin,89,Bundesliga,2023-2024,160.95,https://www.transfermarkt.fr/1-fc-union-berlin/startseite/verein/89/saison_id/2023
1.FSV Mainz 05,39,Bundesliga,2023-2024,142.88,https://www.transfermarkt.fr/1-fsv-mainz-05/startseite/verein/39/saison_id/2023
Bayer 04 Leverkusen,15,Bundesliga,2023-2024,658.35,https://www.transfermarkt.fr/bayer-04-leverkusen/startseite/verein/15/saison_id/2023
Bayern Munich,27,Bundesliga,2023-2024,965.15,https://www.transfermarkt.fr/fc-bayern-munchen/startseite/verein/27/saison_id/2023
Borussia Dortmund,16,Bundesliga,2023-2024,494.8,https://www.transfermarkt.fr/borussia-dortmund/startseite/verein/16/saison_id/2023
Borussia Mönchengladbach,18,Bundesliga,2023-2024,165.23,https://www.transfermarkt.fr/borussia-monchengladbach/startseite/verein/18/saison_id/2023
Eintracht Francfort,24,Bundesliga,2023-2024,326.65,https://www.transfermarkt.fr/eintracht-frankfurt/startseite/verein/24/saison_id/2023
FC Augsburg,167,Bundesliga,2023-2024,140.8,https://www.transfermarkt.fr/fc-augsburg/startseite/verein/167/saison_id/2023
RB Leipzig,23826,Bundesliga,2023-2024,545.4,https://www.transfermarkt.fr/rasenballsport-leipzig/startseite/verein/23826/saison_id/2023
SC Fribourg,60,Bundesliga,2023-2024,180.35,https://www.transfermarkt.fr/sc-freiburg/startseite/verein/60/saison_id/2023
SV Darmstadt 98,105,Bundesliga,2023-2024,38.7,https://www.transfermarkt.fr/sv-darmstadt-98/startseite/verein/105/saison_id/2023
SV Werder Bremen,86,Bundesliga,2023-2024,134.93,https://www.transfermarkt.fr/sv-werder-bremen/startseite/verein/86/saison_id/2023
TSG 1899 Hoffenheim,533,Bundesliga,2023-2024,176.0,https://www.transfermarkt.fr/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2023
VfB Stuttgart,79,Bundesliga,2023-2024,346.63,https://www.transfermarkt.fr/vfb-stuttgart/startseite/verein/79/saison_id/2023
VfL Bochum,80,Bundesliga,2023-2024,64.53,https://www.transfermarkt.fr/vfl-bochum/startseite/verein/80/saison_id/2023
VfL Wolfsburg,82,Bundesliga,2023-2024,206.45,https://www.transfermarkt.fr/vfl-wolfsburg/startseite/verein/82/saison_id/2023
1.FC Heidenheim 1846,2036,Bundesliga,2024-2025,72.53,https://www.transfermarkt.fr/1-fc-heidenheim-1846/startseite/verein/2036/saison_id/2024
1.FC Union Berlin,89,Bundesliga,2024-2025,136.05,https://www.transfermarkt.fr/1-fc-union-berlin/startseite/verein/89/saison_id/2024
1.FSV Mainz 05,39,Bundesliga,2024-2025,175.13,https://www.transfermarkt.fr/1-fsv-mainz-05/startseite/verein/39/saison_id/2024
Bayer 04 Leverkusen,15,Bundesliga,2024-2025,623.35,https://www.transfermarkt.fr/bayer-04-leverkusen/startseite/verein/15/saison_id/2024
Bayern Munich,27,Bundesliga,2024-2025,953.55,https://www.transfermarkt.fr/fc-bayern-munchen/startseite/verein/27/saison_id/2024
Borussia Dortmund,16,Bundesliga,2024-2025,508.28,https://www.transfermarkt.fr/borussia-dortmund/startseite/verein/16/saison_id/2024
Borussia Mönchengladbach,18,Bundesliga,2024-2025,187.5,https://www.transfermarkt.fr/borussia-monchengladbach/startseite/verein/18/saison_id/2024
Eintracht Francfort,24,Bundesliga,2024-2025,431.25,https://www.transfermarkt.fr/eintracht-frankfurt/startseite/verein/24/saison_id/2024
FC Augsburg,167,Bundesliga,2024-2025,158.88,https://www.transfermarkt.fr/fc-augsburg/startseite/verein/167/saison_id/2024
FC St. Pauli,35,Bundesliga,2024-2025,65.78,https://www.transfermarkt.fr/fc-st-pauli/startseite/verein/35/saison_id/2024
Holstein Kiel,269,Bundesliga,2024-2025,47.13,https://www.transfermarkt.fr/holstein-kiel/startseite/verein/269/saison_id/2024
RB Leipzig,23826,Bundesliga,2024-2025,513.7,https://www.transfermarkt.fr/rasenballsport-leipzig/startseite/verein/23826/saison_id/2024
SC Fribourg,60,Bundesliga,2024-2025,186.2,https://www.transfermarkt.fr/sc-freiburg/startseite/verein/60/saison_id/2024
SV Werder Bremen,86,Bundesliga,2024-2025,132.0,https://www.transfermarkt.fr/sv-werder-bremen/startseite/verein/86/saison_id/2024
TSG 1899 Hoffenheim,533,Bundesliga,2024-2025,187.1,https://www.transfermarkt.fr/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2024
VfB Stuttgart,79,Bundesliga,2024-2025,365.23,https://www.transfermarkt.fr/vfb-stuttgart/startseite/verein/79/saison_id/2024
VfL Bochum,80,Bundesliga,2024-2025,57.1,https://www.transfermarkt.fr/vfl-bochum/startseite/verein/80/saison_id/2024
VfL Wolfsburg,82,Bundesliga,2024-2025,296.3,https://www.transfermarkt.fr/vfl-wolfsburg/startseite/verein/82/saison_id/2024
AFC Sunderland,289,Championship,2017-2018,78.58,https://www.transfermarkt.fr/afc-sunderland/startseite/verein/289/saison_id/2017
Aston Villa,405,Championship,2017-2018,96.9,https://www.transfermarkt.fr/aston-villa/startseite/verein/405/saison_id/2017
Barnsley FC,349,Championship,2017-2018,21.7,https://www.transfermarkt.fr/fc-barnsley/startseite/verein/349/saison_id/2017
Birmingham City,337,Championship,2017-2018,47.8,https://www.transfermarkt.fr/birmingham-city/startseite/verein/337/saison_id/2017
Bolton Wanderers,355,Championship,2017-2018,30.55,https://www.transfermarkt.fr/bolton-wanderers/startseite/verein/355/saison_id/2017
Bristol City,698,Championship,2017-2018,49.25,https://www.transfermarkt.fr/bristol-city/startseite/verein/698/saison_id/2017
Burton Albion,2963,Championship,2017-2018,14.4,https://www.transfermarkt.fr/burton-albion/startseite/verein/2963/saison_id/2017
Cardiff City,603,Championship,2017-2018,62.15,https://www.transfermarkt.fr/cardiff-city/startseite/verein/603/saison_id/2017
Derby County,22,Championship,2017-2018,65.23,https://www.transfermarkt.fr/derby-county/startseite/verein/22/saison_id/2017
FC Brentford,1148,Championship,2017-2018,47.95,https://www.transfermarkt.fr/fc-brentford/startseite/verein/1148/saison_id/2017
FC Fulham,931,Championship,2017-2018,125.55,https://www.transfermarkt.fr/fc-fulham/startseite/verein/931/saison_id/2017
FC Millwall,1028,Championship,2017-2018,15.13,https://www.transfermarkt.fr/fc-millwall/startseite/verein/1028/saison_id/2017
FC Reading,1032,Championship,2017-2018,47.55,https://www.transfermarkt.fr/fc-reading/startseite/verein/1032/saison_id/2017
Hull City,3008,Championship,2017-2018,70.45,https://www.transfermarkt.fr/hull-city/startseite/verein/3008/saison_id/2017
Ipswich Town,677,Championship,2017-2018,25.5,https://www.transfermarkt.fr/ipswich-town/startseite/verein/677/saison_id/2017
Leeds United,399,Championship,2017-2018,82.9,https://www.transfermarkt.fr/leeds-united/startseite/verein/399/saison_id/2017
Middlesbrough FC,641,Championship,2017-2018,118.7,https://www.transfermarkt.fr/fc-middlesbrough/startseite/verein/641/saison_id/2017
Norwich City,1123,Championship,2017-2018,68.73,https://www.transfermarkt.fr/norwich-city/startseite/verein/1123/saison_id/2017
Nottingham Forest,703,Championship,2017-2018,58.5,https://www.transfermarkt.fr/nottingham-forest/startseite/verein/703/saison_id/2017
Preston North End,466,Championship,2017-2018,24.75,https://www.transfermarkt.fr/preston-north-end/startseite/verein/466/saison_id/2017
Queens Park Rangers,1039,Championship,2017-2018,38.9,https://www.transfermarkt.fr/queens-park-rangers/startseite/verein/1039/saison_id/2017
Sheffield United,350,Championship,2017-2018,23.75,https://www.transfermarkt.fr/sheffield-united/startseite/verein/350/saison_id/2017
Sheffield Wednesday,1035,Championship,2017-2018,62.18,https://www.transfermarkt.fr/sheffield-wednesday/startseite/verein/1035/saison_id/2017
Wolverhampton Wanderers,543,Championship,2017-2018,109.45,https://www.transfermarkt.fr/wolverhampton-wanderers/startseite/verein/543/saison_id/2017
Aston Villa,405,Championship,2018-2019,164.45,https://www.transfermarkt.fr/aston-villa/startseite/verein/405/saison_id/2018
Birmingham City,337,Championship,2018-2019,42.5,https://www.transfermarkt.fr/birmingham-city/startseite/verein/337/saison_id/2018
Blackburn Rovers,164,Championship,2018-2019,34.75,https://www.transfermarkt.fr/blackburn-rovers/startseite/verein/164/saison_id/2018
Bolton Wanderers,355,Championship,2018-2019,21.8,https://www.transfermarkt.fr/bolton-wanderers/startseite/verein/355/saison_id/2018
Bristol City,698,Championship,2018-2019,72.55,https://www.transfermarkt.fr/bristol-city/startseite/verein/698/saison_id/2018
Derby County,22,Championship,2018-2019,94.3,https://www.transfermarkt.fr/derby-county/startseite/verein/22/saison_id/2018
FC Brentford,1148,Championship,2018-2019,76.35,https://www.transfermarkt.fr/fc-brentford/startseite/verein/1148/saison_id/2018
FC Millwall,1028,Championship,2018-2019,28.45,https://www.transfermarkt.fr/fc-millwall/startseite/verein/1028/saison_id/2018
FC Reading,1032,Championship,2018-2019,66.25,https://www.transfermarkt.fr/fc-reading/startseite/verein/1032/saison_id/2018
Hull City,3008,Championship,2018-2019,55.4,https://www.transfermarkt.fr/hull-city/startseite/verein/3008/saison_id/2018
Ipswich Town,677,Championship,2018-2019,26.85,https://www.transfermarkt.fr/ipswich-town/startseite/verein/677/saison_id/2018
Leeds United,399,Championship,2018-2019,94.45,https://www.transfermarkt.fr/leeds-united/startseite/verein/399/saison_id/2018
Middlesbrough FC,641,Championship,2018-2019,101.33,https://www.transfermarkt.fr/fc-middlesbrough/startseite/verein/641/saison_id/2018
Norwich City,1123,Championship,2018-2019,86.3,https://www.transfermarkt.fr/norwich-city/startseite/verein/1123/saison_id/2018
Nottingham Forest,703,Championship,2018-2019,83.1,https://www.transfermarkt.fr/nottingham-forest/startseite/verein/703/saison_id/2018
Preston North End,466,Championship,2018-2019,33.3,https://www.transfermarkt.fr/preston-north-end/startseite/verein/466/saison_id/2018
Queens Park Rangers,1039,Championship,2018-2019,39.73,https://www.transfermarkt.fr/queens-park-rangers/startseite/verein/1039/saison_id/2018
Rotherham United,1194,Championship,2018-2019,11.58,https://www.transfermarkt.fr/rotherham-united/startseite/verein/1194/saison_id/2018
Sheffield United,350,Championship,2018-2019,61.75,https://www.transfermarkt.fr/sheffield-united/startseite/verein/350/saison_id/2018
Sheffield Wednesday,1035,Championship,2018-2019,47.4,https://www.transfermarkt.fr/sheffield-wednesday/startseite/verein/1035/saison_id/2018
Stoke City,512,Championship,2018-2019,129.3,https://www.transfermarkt.fr/stoke-city/startseite/verein/512/saison_id/2018
Swansea City,2288,Championship,2018-2019,92.54,https://www.transfermarkt.fr/swansea-city/startseite/verein/2288/saison_id/2018
West Bromwich Albion,984,Championship,2018-2019,145.65,https://www.transfermarkt.fr/west-bromwich-albion/startseite/verein/984/saison_id/2018
Wigan Athletic,1071,Championship,2018-2019,41.05,https://www.transfermarkt.fr/wigan-athletic/startseite/verein/1071/saison_id/2018
Barnsley FC,349,Championship,2019-2020,17.4,https://www.transfermarkt.fr/fc-barnsley/startseite/verein/349/saison_id/2019
Birmingham City,337,Championship,2019-2020,52.03,https://www.transfermarkt.fr/birmingham-city/startseite/verein/337/saison_id/2019
Blackburn Rovers,164,Championship,2019-2020,32.75,https://www.transfermarkt.fr/blackburn-rovers/startseite/verein/164/saison_id/2019
Bristol City,698,Championship,2019-2020,82.95,https://www.transfermarkt.fr/bristol-city/startseite/verein/698/saison_id/2019
Cardiff City,603,Championship,2019-2020,63.38,https://www.transfermarkt.fr/cardiff-city/startseite/verein/603/saison_id/2019
Charlton Athletic,358,Championship,2019-2020,26.7,https://www.transfermarkt.fr/charlton-athletic/startseite/verein/358/saison_id/2019
Derby County,22,Championship,2019-2020,51.45,https://www.transfermarkt.fr/derby-county/startseite/verein/22/saison_id/2019
FC Brentford,1148,Championship,2019-2020,70.38,https://www.transfermarkt.fr/fc-brentford/startseite/verein/1148/saison_id/2019
FC Fulham,931,Championship,2019-2020,116.6,https://www.transfermarkt.fr/fc-fulham/startseite/verein/931/saison_id/2019
FC Millwall,1028,Championship,2019-2020,23.2,https://www.transfermarkt.fr/fc-millwall/startseite/verein/1028/saison_id/2019
FC Reading,1032,Championship,2019-2020,46.68,https://www.transfermarkt.fr/fc-reading/startseite/verein/1032/saison_id/2019
Huddersfield Town,1110,Championship,2019-2020,88.08,https://www.transfermarkt.fr/huddersfield-town/startseite/verein/1110/saison_id/2019
